stkcd,day,open_morning,close_morning,volume_morning,high_morning,low_morning,open_afternoon,close_afternoon,volume_afternoon,high_afternoon,low_afternoon,rtn_morning,rtn_afternoon,lh_rtnDiff,lh_volDiff,std_morning,std_afternoon,lh_stdDiff,daily_return,volatility_morning,volatility_afternoon,avg_volatility_morning,avg_volatility_afternoon,intraDSRtn_byT,intraDSVol_byT,intraDSStd_byP,intraDSVol_byP,intraDSStd_byV,intraDSRtn_byV,intraDSRtn_byT_20d_mean,intraDSVol_byT_20d_mean,intraDSStd_byP_20d_mean,intraDSVol_byP_20d_mean,intraDSStd_byV_20d_mean,intraDSRtn_byV_20d_mean
000001.XSHE,2022-12-15,1628.1700000000,1613.3000000000,421094.0000000000,1640.5600000000,1603.3900000000,1624.4600000000,1623.2200000000,181508.0000000000,1624.4600000000,1619.5000000000,-0.009132952947173820915506366043,-0.0007633305837016608596087315169,0.008369622363472160055897634526,0.4310391504034728587916237230,0.02282931143553806,0.0030533223348066436,0.13374570422012733,0.010754354428810512613896981,0.02282931143553805806518975291,0.003053322334806643438434926068,0.011952339642193959,0.004102918557014895,0.8448801548417303,0.3975858028948197,0.7637689265655627,0.3975858028948197,0.7637689265655627,0.8448801548417303,0.7764622638936273,0.36851460934405406,0.5815477787350533,0.36851460934405406,0.5815477787350533,0.7764622638936273
000001.XSHE,2022-12-16,1613.3000000000,1630.6500000000,373128.0000000000,1636.8500000000,1613.3000000000,1649.2400000000,1652.9600000000,188824.0000000000,1652.9600000000,1645.5200000000,0.01075435442881051261389698134,0.002255584390385874705925153404,-0.008498770038424637907971827936,0.5060569027250702171908835574,0.014597409037376805,0.00451116878077175,0.3090390061154592,0.006077331125624750866218992,0.01459740903737680530589474989,0.004511168780771749411850306808,0.011952339642193959,0.004102918557014895,0.6527503820443602,0.32797107225656336,0.5275622670547474,0.32797107225656336,0.5275622670547474,0.6527503820443602,0.7661529404061883,0.3651359812534299,0.5770489860950277,0.3651359812534299,0.5770489860950277,0.7661529404061883
000001.XSHE,2022-12-19,1651.7200000000,1640.5600000000,455074.0000000000,1669.0600000000,1629.4100000000,1614.5400000000,1615.7800000000,360798.0000000000,1617.0200000000,1604.6300000000,-0.006756593127164410432761000654,0.0007680206126822500526465742564,0.007524613739846660485407574910,0.7928336929818007620738605150,0.02400527934516746,0.0076740124122040955,0.31968019625436944,-0.0166162773687033695811186424,0.02400527934516746179739907490,0.007674012412204095284105689546,0.011952339642193959,0.004102918557014895,0.9986727919512165,0.11555243959695208,0.515356009152978,0.11555243959695208,0.515356009152978,0.9986727919512165,0.7840390828327289,0.34593724727985464,0.5723033724841009,0.34593724727985464,0.5723033724841009,0.7840390828327289
000001.XSHE,2022-12-20,1607.1100000000,1613.3000000000,233932.0000000000,1620.7400000000,1603.3900000000,1586.0400000000,1581.0900000000,232368.0000000000,1589.7600000000,1576.1300000000,0.003851634300079023837820684334,-0.003120980555345388514791556329,-0.006972614855424412352612240663,0.9933142964622197903664312706,0.010795776269203725,0.008593730296839928,0.7960270834210039,-0.0161284324056282154589970867,0.01079577626920372594284149809,0.008593730296839928375072507629,0.011952339642193959,0.004102918557014895,0.9985678717490438,0.00335406390728385,0.11351041145645403,0.00335406390728385,0.11351041145645403,0.9985678717490438,0.7993625677553229,0.3214670198960996,0.5395324466964118,0.3214670198960996,0.5395324466964118,0.7993625677553229
000001.XSHE,2022-12-21,1592.2400000000,1587.2800000000,259390.0000000000,1599.6700000000,1578.6100000000,1599.6700000000,1597.2000000000,119286.0000000000,1599.6700000000,1594.7200000000,-0.003115108275134401848967492338,-0.001544068464120724899510524046,0.001571039811013676949456968292,0.4598712363622344731870927946,0.013226649248856956,0.0030943882175698736,0.23395103017775193,0.021080086689178972834030543,0.01322664924885695623775310255,0.003094388217569873786468459120,0.011952339642193959,0.004102918557014895,0.33647040982738746,0.3699838384167472,0.6204297217563106,0.3699838384167472,0.6204297217563106,0.33647040982738746,0.7685030905601272,0.32470147446414277,0.5449255983670718,0.32470147446414277,0.5449255983670718,0.7685030905601272
000001.XSHE,2022-12-22,1610.8300000000,1620.7400000000,309864.0000000000,1625.7000000000,1608.3500000000,1600.9100000000,1604.6300000000,115926.0000000000,1605.8700000000,1598.4400000000,0.006152107919519750687533755890,0.002323678407905503744745176181,-0.003828429511614246942788579709,0.3741189683215862442878165905,0.01077084484396243,0.004641110368477928,0.4308956665622652,-0.0130002344608018559423473228,0.01077084484396242930663074316,0.004641110368477928178348564254,0.011952339642193959,0.004102918557014895,0.4511578967338745,0.4554780525504244,0.3974680506489771,0.4554780525504244,0.3974680506489771,0.4511578967338745,0.7486690159459863,0.3328750105945354,0.5357095016346908,0.3328750105945354,0.5357095016346908,0.7486690159459863
000001.XSHE,2022-12-23,1592.2400000000,1599.6700000000,191254.0000000000,1607.1100000000,1586.0400000000,1605.8700000000,1608.3500000000,103678.0000000000,1610.8300000000,1604.6300000000,0.004666381952469476963271868563,0.001544334223816373679064930536,-0.003122047728653103284206938027,0.5420958515900321039037092035,0.013232929709089082,0.0038608355595409344,0.2917596967880141,-0.0054198678477435971169053617,0.01323292970908908204793247249,0.003860835559540934197662326340,0.011952339642193959,0.004102918557014895,0.5018791470594238,0.29693624292050586,0.5479550264138322,0.29693624292050586,0.5479550264138322,0.5018791470594238,0.7341519648350121,0.33076096543723954,0.5364298266216991,0.33076096543723954,0.5364298266216991,0.7341519648350121
000001.XSHE,2022-12-26,1609.5900000000,1591.0000000000,263504.0000000000,1615.7800000000,1583.5700000000,1584.8000000000,1582.3300000000,221012.0000000000,1584.8000000000,1574.8900000000,-0.01154952503432551146565274387,-0.001558556284704694598687531550,0.009990968749620816866965212320,0.8387424858825672475560143300,0.020011307227306332,0.006253154972236244,0.31248108387959445,0.017133878064110622250157134,0.02001130722730633266856777192,0.006253154972236244321049974760,0.011952339642193959,0.004102918557014895,0.7616181441966721,0.0876998901978944,0.5236321166379425,0.0876998901978944,0.5236321166379425,0.7616181441966721,0.7356778636884377,0.31725757236838703,0.5357188427337126,0.31725757236838703,0.5357188427337126,0.7356778636884377
000001.XSHE,2022-12-27,1594.7200000000,1618.2600000000,488624.0000000000,1620.7400000000,1594.7200000000,1628.1700000000,1624.4600000000,124096.0000000000,1629.4100000000,1620.7400000000,0.01476121199959867562957760610,-0.002278631838198713893512348219,-0.01703984383779738952308995432,0.2539703330167981924751956515,0.01631634393498545,0.005324996775520984,0.3263596793950355,0.002298765340550962144525602,0.01631634393498545199157218822,0.005324996775520983681065245030,0.011952339642193959,0.004102918557014895,0.9994134843641306,0.5949340644895722,0.5076520344133172,0.5949340644895722,0.5076520344133172,0.9994134843641306,0.7495586858292637,0.33187212458529153,0.5342416422957971,0.33187212458529153,0.5342416422957971,0.7495586858292637
000001.XSHE,2022-12-28,1630.6500000000,1621.9800000000,261096.0000000000,1631.8900000000,1610.8300000000,1629.4100000000,1628.1700000000,147498.0000000000,1631.8900000000,1626.9300000000,-0.005316898169441633704351025665,-0.0007610116545252576085822475620,0.004555886514916376095768778103,0.5649186506112694181450500965,0.01291509520743262,0.0030440466181010303,0.23569680046564315,-0.0145131259325022503360090753,0.01291509520743261889430595161,0.003044046618101030434328990248,0.011952339642193959,0.004102918557014895,0.7483498682882517,0.27802170368928514,0.6181326897321686,0.27802170368928514,0.6181326897321686,0.7483498682882517,0.749498244952213,0.32917960354049114,0.5384361946676156,0.32917960354049114,0.5384361946676156,0.749498244952213
000001.XSHE,2022-12-29,1619.5000000000,1598.4400000000,370150.0000000000,1620.7400000000,1592.2400000000,1610.8300000000,1614.5400000000,161772.0000000000,1617.0200000000,1608.3500000000,-0.01300401358443964186477307811,0.002303160482484185171619599834,0.01530717406692382703639267794,0.4370444414426583817371335945,0.01759802408150664,0.005382318432112638,0.30584788423882164,0.012399589599859863366782613,0.01759802408150663785118863847,0.005382318432112637584350924679,0.011952339642193959,0.004102918557014895,0.9993471380584755,0.3917454062740074,0.5313407419727446,0.3917454062740074,0.5313407419727446,0.9993471380584755,0.767920500583981,0.31767417409343185,0.5283290336740274,0.31767417409343185,0.5283290336740274,0.767920500583981
000001.XSHE,2022-12-30,1615.7800000000,1618.2600000000,292640.0000000000,1628.1700000000,1614.5400000000,1633.1300000000,1630.6500000000,128978.0000000000,1635.6100000000,1629.4100000000,0.001534862419388778175246630111,-0.001518556391714070527147257108,-0.003053418811102848702393887219,0.4407394751230180426462547840,0.008435554345269778,0.003796390979285176,0.4500464135370067,0.030625486633791850506099144,0.008435554345269776826053051777,0.003796390979285176317868142769,0.011952339642193959,0.004102918557014895,0.9967356732407084,0.388176026631022,0.37895638666833004,0.388176026631022,0.37895638666833004,0.9967356732407084,0.7750085700749839,0.30009596700642494,0.50539740476553,0.30009596700642494,0.50539740476553,0.7750085700749839
000001.XSHE,2023-01-03,1635.6100000000,1667.8200000000,768054.0000000000,1667.8200000000,1617.0200000000,1711.1900000000,1706.2400000000,385720.0000000000,1714.9100000000,1705.0000000000,0.01969295859037301068103031896,-0.002892723777020669826261256786,-0.02258568236739368050729157575,0.5022042720954516218911691105,0.031058748723717756,0.005791291440459563,0.1864624841127966,0.029721432768524181266563538,0.03105874872371775667793667195,0.005791291440459563227929101970,0.011952339642193959,0.004102918557014895,0.9995574375742496,0.3313768554298209,0.6854972802719446,0.3313768554298209,0.6854972802719446,0.9995574375742496,0.7750458715988205,0.3016233527325699,0.5070800519708083,0.3016233527325699,0.5070800519708083,0.7750458715988205
000001.XSHE,2023-01-04,1698.8000000000,1717.3900000000,433190.0000000000,1719.8700000000,1688.8900000000,1776.8600000000,1774.3900000000,413452.0000000000,1784.3000000000,1773.1500000000,0.01094301860136566988462444078,-0.001390092635322985491259862904,-0.01233311123668865537588430368,0.9544356979616334633763475611,0.01823640216623499,0.0062751145278750154,0.34409827501465706,0.046896744478540110283628064,0.01823640216623498940428537791,0.006275114527875015476739866956,0.011952339642193959,0.004102918557014895,0.9991898314931915,0.023313277630647746,0.4877874312412755,0.023313277630647746,0.4877874312412755,0.9991898314931915,0.804995851248609,0.27585486518109525,0.5019642826191102,0.27585486518109525,0.5019642826191102,0.804995851248609
000001.XSHE,2023-01-05,1784.3000000000,1797.9300000000,1164634.0000000000,1826.4300000000,1783.0600000000,1796.6900000000,1794.2100000000,216754.0000000000,1797.9300000000,1792.9700000000,0.007638849969175587064955444712,-0.001380316025580372796642715215,-0.009019165994755959861598159927,0.1861134055849305447033145177,0.024306450708961497,0.0027606320511607456,0.11357610719128702,0.004822212210708981995962023,0.02430645070896149750602477162,0.002760632051160745593285430430,0.011952339642193959,0.004102918557014895,0.9988924779978785,0.6861794079528258,0.7957215645672268,0.6861794079528258,0.7957215645672268,0.9988924779978785,0.8049720625917545,0.30143999548740164,0.5180169109160764,0.30143999548740164,0.5180169109160764,0.8049720625917545
000001.XSHE,2023-01-06,1796.6900000000,1806.6000000000,561016.0000000000,1823.9500000000,1794.2100000000,1814.0400000000,1811.5600000000,184462.0000000000,1815.2800000000,1807.8400000000,0.005515698311895763876906978945,-0.001367114286344292297854512580,-0.006882812598240056174761491525,0.3287998916251942903589202447,0.016552660726113017,0.004101342859032877,0.24777544389360392,0.003431860954278755673641094,0.01655266072611301894038481875,0.004101342859032876893563537739,0.011952339642193959,0.004102918557014895,0.9985492134223186,0.5051175219053398,0.602560767848039,0.5051175219053398,0.602560767848039,0.9985492134223186,0.8049406162472751,0.3120032091353357,0.5247713035232792,0.3120032091353357,0.5247713035232792,0.8049406162472751
000001.XSHE,2023-01-09,1827.6700000000,1812.8000000000,429112.0000000000,1840.0600000000,1799.1700000000,1841.3000000000,1833.8600000000,168308.0000000000,1842.5400000000,1832.6200000000,-0.008136042064486477318115414708,-0.004040623472546570357899310270,0.004095418591939906960216104438,0.3922239415350770894311974496,0.022372747815524684,0.0053874979633954274,0.24080627054925216,0.009570829655781112091791703,0.02237274781552468443427971133,0.005387497963395427143865747027,0.011952339642193959,0.004102918557014895,0.3360573554344852,0.4365505004781134,0.6116348406618155,0.4365505004781134,0.6116348406618155,0.3360573554344852,0.7718770287989716,0.3178952983789466,0.5254555785031808,0.3178952983789466,0.5254555785031808,0.7718770287989716
000001.XSHE,2023-01-10,1828.9100000000,1830.1500000000,346482.0000000000,1845.0200000000,1815.2800000000,1785.5400000000,1789.2600000000,320684.0000000000,1789.2600000000,1783.0600000000,0.0006779994641617138076777971579,0.002083403340166000201619678081,0.001405403876004286393941880923,0.9255430296523340317823148100,0.016261051664652717,0.003472338900276667,0.21353716671503023,-0.0094800972597874491161926618,0.01626105166465271664543361893,0.003472338900276667002699463468,0.011952339642193959,0.004102918557014895,0.5071092061427025,0.0386680376392282,0.6477465317984905,0.0386680376392282,0.6477465317984905,0.5071092061427025,0.7728483122129277,0.3189333309439136,0.5432162459001,0.3189333309439136,0.5432162459001,0.7728483122129277
000001.XSHE,2023-01-11,1790.5000000000,1812.8000000000,312674.0000000000,1820.2300000000,1783.0600000000,1816.5200000000,1817.7600000000,182776.0000000000,1821.4700000000,1814.0400000000,0.01245462161407428092711533091,0.0006826239182612908198093057054,-0.01177199769581299010730602520,0.5845577182624714558933585779,0.020759564367495112,0.004090238477968864,0.1970291093570958,-0.0006840247131509267431597529,0.02075956436749511309690030718,0.004090238477968863541276726928,0.011952339642193959,0.004102918557014895,0.8953965046792375,0.2621818548741108,0.6705333100647581,0.2621818548741108,0.6705333100647581,0.8953965046792375,0.7677002075814786,0.30814872514606323,0.5466177190932902,0.30814872514606323,0.5466177190932902,0.7677002075814786
000001.XSHE,2023-01-12,1830.1500000000,1811.5600000000,253966.0000000000,1830.1500000000,1804.1300000000,1815.2800000000,1817.7600000000,101028.0000000000,1817.7600000000,1812.8000000000,-0.01015763735212960686282545147,0.001366180423956634789123441012,0.01152381777608624165194889248,0.3978012804863643164833087894,0.014217413873179794,0.0027323608479132696,0.192184097071809,0.003422464616131952571264545,0.01421741387317979400595579597,0.002732360847913269578246882024,0.011952339642193959,0.004102918557014895,0.999132984394748,0.43081854903376343,0.6771937253967432,0.43081854903376343,0.6771937253967432,0.999132984394748,0.8011863986747043,0.32108223043844636,0.5612219917161829,0.32108223043844636,0.5612219917161829,0.8011863986747043
000001.XSHE,2023-01-13,1817.7600000000,1817.7600000000,225090.0000000000,1830.1500000000,1802.8900000000,1851.2100000000,1852.4500000000,274590.0000000000,1852.4500000000,1846.2500000000,0,0.0006698321638279827788311428741,0.0006698321638279827788311428741,1.219912035185925629748100760,0.014996479183170496,0.0033491608191399138,0.22332980816580225,0.025900008802042073761112578,0.01499647918317049555496875275,0.003349160819139913894155714371,0.011952339642193959,0.004102918557014895,0.9852904870759684,0.09906340057438634,0.6345362168011872,0.09906340057438634,0.6345362168011872,0.9852904870759684,0.8082069152864163,0.30615611032242473,0.5547603562279642,0.30615611032242473,0.5547603562279642,0.8082069152864163
000001.XSHE,2023-01-16,1852.4500000000,1864.8400000000,404094.0000000000,1866.0800000000,1840.0600000000,1864.8400000000,1868.5600000000,321244.0000000000,1871.0400000000,1859.8800000000,0.006688439633998218575400145753,0.001994809206151734197035670621,-0.004693630427846484378364475132,0.7949734467722856563076907848,0.014046263057032578,0.0059844276184552025,0.42605122758675407,-0.0159477488685356384461937753,0.01404626305703257847715187994,0.005984427618455202591107011862,0.011952339642193959,0.004102918557014895,0.5399167232127136,0.11422261069854024,0.4022733332458441,0.11422261069854024,0.4022733332458441,0.5399167232127136,0.8025652323448339,0.2954686872445236,0.5484959095375189,0.2954686872445236,0.5484959095375189,0.8025652323448339
000001.XSHE,2023-01-17,1874.7500000000,1835.1000000000,435984.0000000000,1880.9500000000,1833.8600000000,1848.7300000000,1854.9300000000,189736.0000000000,1854.9300000000,1847.4900000000,-0.02114948659821309507934391252,0.003353653589220708270001568644,0.02450314018743380334934548116,0.4351902822121912730742412566,0.02511801573543139,0.00402438430706485,0.1602190375805867,0.016206201296932047299874666,0.02511801573543139085211361515,0.004024384307064849924001882373,0.011952339642193959,0.004102918557014895,0.9995920555292575,0.39354343795318125,0.7235641455803907,0.39354343795318125,0.7235641455803907,0.9995920555292575,0.8026111955237359,0.309368237162335,0.5589063163588897,0.309368237162335,0.5589063163588897,0.8026111955237359
000001.XSHE,2023-01-18,1852.4500000000,1864.8400000000,266382.0000000000,1873.5100000000,1847.4900000000,1877.2300000000,1872.2800000000,161936.0000000000,1879.7100000000,1871.0400000000,0.006688439633998218575400145753,-0.002636863889880302360392706275,-0.009325303523878520935792852028,0.6079089427964351945702036924,0.014046263057032578,0.00461850705560853,0.3288068176465035,-0.0086388108363183972887754445,0.01404626305703257847715187994,0.004618507055608529588809043111,0.011952339642193959,0.004102918557014895,0.998928797550672,0.24385153086622902,0.5048391998701135,0.24385153086622902,0.5048391998701135,0.998928797550672,0.8026292418138172,0.32139311051028224,0.5784727557795726,0.32139311051028224,0.5784727557795726,0.8026292418138172
000001.XSHE,2023-01-19,1874.7500000000,1848.7300000000,239304.0000000000,1889.6200000000,1847.4900000000,1856.1700000000,1869.8000000000,140628.0000000000,1869.8000000000,1854.9300000000,-0.01387918389118549139885318042,0.007343077412090487401477235383,0.02122226130327597880033041580,0.5876541971717982148229866613,0.022472329643952526,0.00801111967115081,0.3564881700329927,0.017428180426563100074104926,0.02247232964395252700360048006,0.008011119671150810539982867949,0.011952339642193959,0.004102918557014895,0.9995290186072429,0.2597201604429287,0.4742398875039404,0.2597201604429287,0.4742398875039404,0.9995290186072429,0.83578217225281,0.31587992661159137,0.5711632640669541,0.31587992661159137,0.5711632640669541,0.83578217225281
000001.XSHE,2023-01-20,1878.4700000000,1880.9500000000,245726.0000000000,1883.4300000000,1858.6500000000,1875.9900000000,1874.7500000000,205044.0000000000,1877.2300000000,1868.5600000000,0.001320223373277188350093427098,-0.0006609843336051897931225646192,-0.001981207706882378143215991717,0.8344416138300383353816852917,0.013191586770084165,0.004621559816416932,0.35034146361358814,0.018442808155453361333368776,0.01319158677008416424004642076,0.004621559816416931859977931652,0.011952339642193959,0.004102918557014895,0.9949779222100055,0.09025001663619472,0.48083692248584237,0.09025001663619472,0.48083692248584237,0.9949779222100055,0.8629731735266166,0.29761852481587986,0.5753317076587974,0.29761852481587986,0.5753317076587974,0.8629731735266166
000001.XSHE,2023-01-30,1932.9900000000,1915.6400000000,712856.0000000000,1950.3400000000,1909.4500000000,1878.4700000000,1877.2300000000,194154.0000000000,1882.1900000000,1874.7500000000,-0.008975731897216229778736568735,-0.0006601116866385941750467135488,0.008315620210577635603689855186,0.2723607572917952573871861919,0.021153756615398943,0.003960670119831565,0.1872324708958967,0.000647303251132780689482366,0.02115375661539894153616935421,0.003960670119831565050280281293,0.011952339642193959,0.004102918557014895,0.8620936197323672,0.5718812361432412,0.6843175638096659,0.5718812361432412,0.6843175638096659,0.8620936197323672,0.8809838971602637,0.31136577447701663,0.5821498345285889,0.31136577447701663,0.5821498345285889,0.8809838971602637
000001.XSHE,2023-01-31,1888.3800000000,1916.8800000000,623932.0000000000,1921.8400000000,1877.2300000000,1857.4100000000,1857.4100000000,183724.0000000000,1864.8400000000,1853.6900000000,0.01509230133765449750579862104,0,-0.01509230133765449750579862104,0.2944615759409679259919350186,0.02362342325167604,0.006002982647880651,0.25411146318325184,-0.0387817703768624014022787029,0.02362342325167603978012899946,0.006002982647880651014046441012,0.011952339642193959,0.004102918557014895,0.9993378492604259,0.5450439295870391,0.5945538964311109,0.5450439295870391,0.5945538964311109,0.9993378492604259,0.8928698824134516,0.3342329764464739,0.5856959235182475,0.3342329764464739,0.5856959235182475,0.8928698824134516
000001.XSHE,2023-02-01,1862.3600000000,1842.5400000000,422794.0000000000,1868.5600000000,1830.1500000000,1812.8000000000,1821.4700000000,371828.0000000000,1821.4700000000,1809.0800000000,-0.01064241070469726583474730986,0.004782656663724624889673433363,0.01542506736842189072442074322,0.8794542968916304394102092272,0.020624369080091926,0.0068347308031774055,0.33139102469683607,-0.0282436202199138146254626765,0.02062436908009192637298911059,0.006834730803177405119152691968,0.011952339642193959,0.004102918557014895,0.9993521246288527,0.06413867222321885,0.502005465614598,0.06413867222321885,0.502005465614598,0.9993521246288527,0.8928668144266878,0.3076932068331562,0.5854135950783115,0.3076932068331562,0.5854135950783115,0.8928668144266878
