stkcd,day,open_morning,close_morning,volume_morning,high_morning,low_morning,open_afternoon,close_afternoon,volume_afternoon,high_afternoon,low_afternoon,rtn_morning,rtn_afternoon,lh_rtnDiff,lh_volDiff,std_morning,std_afternoon,lh_stdDiff,daily_return,volatility_morning,volatility_afternoon,avg_volatility_morning,avg_volatility_afternoon,intraDSRtn_byT,intraDSVol_byT,intraDSStd_byP,intraDSVol_byP,intraDSStd_byV,intraDSRtn_byV,intraDSRtn_byT_20d_mean,intraDSVol_byT_20d_mean,intraDSStd_byP_20d_mean,intraDSVol_byP_20d_mean,intraDSStd_byV_20d_mean,intraDSRtn_byV_20d_mean,avg_intraDSRtn_byT,intraDS2,intraDS2_final,cumulative_return,intraDSVol_byTN,intraDSVol_byPN,intraDS2Rtn_byVN
000001.XSHE,2023-01-03,1635.61,1667.82,768054.0,1667.82,1617.02,1711.19,1706.24,385720.0,1714.91,1705.0,0.019692958590373,-0.0028927237770206,-0.0225856823673936,0.5022042720954516,0.0310587487237177,0.0057912914404595,0.1864624841127966,0.0297214327685241,0.0310587487237177,0.0057912914404595,0.0119523396421939,0.0041029185570148,0.9995574375742496,0.3313768554298209,0.6854972802719446,0.3313768554298209,0.6854972802719446,0.9995574375742496,0.7750458715988205,0.3016233527325699,0.5070800519708083,0.3016233527325699,0.5070800519708083,0.7750458715988205,0.7347249966273811,0.15270345169255278,0.0002709020836586248,1.0499996943036543,0.029753502697251022,0.029753502697251022,0.2245115659754291
000001.XSHE,2023-01-04,1698.8,1717.39,433190.0,1719.87,1688.89,1776.86,1774.39,413452.0,1784.3,1773.15,0.0109430186013656,-0.0013900926353229,-0.0123331112366886,0.9544356979616334,0.0182364021662349,0.006275114527875,0.344098275014657,0.0468967444785401,0.0182364021662349,0.006275114527875,0.0119523396421939,0.0041029185570148,0.9991898314931916,0.0233132776306477,0.4877874312412755,0.0233132776306477,0.4877874312412755,0.9991898314931916,0.804995851248609,0.2758548651810952,0.5019642826191102,0.2758548651810952,0.5019642826191102,0.804995851248609,0.7347249966273811,0.15252381797454734,0.0002705834061961074,1.099241261669958,-0.2525415875504475,-0.2525415875504475,0.19419398024458268
000001.XSHE,2023-01-05,1784.3,1797.93,1164634.0,1826.43,1783.06,1796.69,1794.21,216754.0,1797.93,1792.97,0.0076388499691755,-0.0013803160255803,-0.0090191659947559,0.1861134055849305,0.0243064507089614,0.0027606320511607,0.113576107191287,0.0048222122107089,0.0243064507089614,0.0027606320511607,0.0119523396421939,0.0041029185570148,0.9988924779978784,0.6861794079528258,0.7957215645672268,0.6861794079528258,0.7957215645672268,0.9988924779978784,0.8049720625917545,0.3014399954874016,0.5180169109160764,0.3014399954874016,0.5180169109160764,0.8049720625917545,0.7347249966273811,0.15237845802345723,0.0002703255317787687,1.104542036304498,0.38473941246542426,0.38473941246542426,0.19392041540612392
000001.XSHE,2023-01-06,1796.69,1806.6,561016.0,1823.95,1794.21,1814.04,1811.56,184462.0,1815.28,1807.84,0.0055156983118957,-0.0013671142863442,-0.00688281259824,0.3287998916251942,0.016552660726113,0.0041013428590328,0.2477754438936039,0.0034318609542787,0.016552660726113,0.0041013428590328,0.0119523396421939,0.0041029185570148,0.9985492134223186,0.5051175219053398,0.602560767848039,0.5051175219053398,0.602560767848039,0.9985492134223186,0.8049406162472751,0.3120032091353357,0.5247713035232792,0.3120032091353357,0.5247713035232792,0.8049406162472751,0.7347249966273811,0.1522105926225294,0.00027002773178550404,1.1083326709912509,0.19311431277000407,0.19311431277000407,0.19360859717504353
000001.XSHE,2023-01-09,1827.67,1812.8,429112.0,1840.06,1799.17,1841.3,1833.86,168308.0,1842.54,1832.62,-0.0081360420644864,-0.0040406234725465,0.0040954185919399,0.392223941535077,0.0223727478155246,0.0053874979633954,0.2408062705492521,0.0095708296557811,0.0223727478155246,0.0053874979633954,0.0119523396421939,0.0041029185570148,0.3360573554344852,0.4365505004781134,0.6116348406618155,0.4365505004781134,0.6116348406618155,0.3360573554344852,0.7718770287989716,0.3178952983789466,0.5254555785031808,0.3178952983789466,0.5254555785031808,0.7718770287989716,0.7347249966273811,0.3723108784118981,0.0006604945180520431,1.118940334187245,0.1186552020991668,0.1186552020991668,-0.43581967336448635
000001.XSHE,2023-01-10,1828.91,1830.15,346482.0,1845.02,1815.28,1785.54,1789.26,320684.0,1789.26,1783.06,0.0006779994641617,0.002083403340166,0.0014054038760042,0.925543029652334,0.0162610516646527,0.0034723389002766,0.2135371667150302,-0.0094800972597874,0.0162610516646527,0.0034723389002766,0.0119523396421939,0.0041029185570148,0.5071092061427025,0.0386680376392282,0.6477465317984905,0.0386680376392282,0.6477465317984905,0.5071092061427025,0.7728483122129277,0.3189333309439136,0.5432162459001,0.3189333309439136,0.5432162459001,0.7728483122129277,0.7347249966273811,0.1832885236142779,0.00032516123510941227,1.1083326709912509,-0.28026529330468536,-0.28026529330468536,-0.2657391060702252
000001.XSHE,2023-01-11,1790.5,1812.8,312674.0,1820.23,1783.06,1816.52,1817.76,182776.0,1821.47,1814.04,0.0124546216140742,0.0006826239182612,-0.0117719976958129,0.5845577182624714,0.0207595643674951,0.0040902384779688,0.1970291093570958,-0.0006840247131509,0.0207595643674951,0.0040902384779688,0.0119523396421939,0.0041029185570148,0.8953965046792375,0.2621818548741108,0.6705333100647581,0.2621818548741108,0.6705333100647581,0.8953965046792375,0.7677002075814786,0.3081487251460632,0.5466177190932902,0.3081487251460632,0.5466177190932902,0.7677002075814786,0.7347249966273811,0.09856352565610285,0.00017485567075941068,1.1075745440539004,-0.0459668702719524,-0.0459668702719524,0.12769629709775887
000001.XSHE,2023-01-12,1830.15,1811.56,253966.0,1830.15,1804.13,1815.28,1817.76,101028.0,1817.76,1812.8,-0.0101576373521296,0.0013661804239566,0.0115238177760862,0.3978012804863643,0.0142174138731797,0.0027323608479132,0.192184097071809,0.0034224646161319,0.0142174138731797,0.0027323608479132,0.0119523396421939,0.0041029185570148,0.999132984394748,0.4308185490337634,0.6771937253967432,0.4308185490337634,0.6771937253967432,0.999132984394748,0.8011863986747043,0.3210822304384463,0.5612219917161829,0.3210822304384463,0.5612219917161829,0.8011863986747043,0.7347249966273811,0.15249603237467724,0.0002705341134210124,1.1113651787406533,0.10973631859531707,0.10973631859531707,0.19794658572004364
000001.XSHE,2023-01-13,1817.76,1817.76,225090.0,1830.15,1802.89,1851.21,1852.45,274590.0,1852.45,1846.25,0.0,0.0006698321638279,0.0006698321638279,1.2199120351859256,0.0149964791831704,0.0033491608191399,0.2233298081658022,0.025900008802042,0.0149964791831704,0.0033491608191399,0.0119523396421939,0.0041029185570148,0.9852904870759684,0.0990634005743863,0.6345362168011872,0.0990634005743863,0.6345362168011872,0.9852904870759684,0.8082069152864163,0.3061561103224247,0.5547603562279642,0.3061561103224247,0.5547603562279642,0.8082069152864163,0.7347249966273811,0.14567545238289156,0.0002584341293600419,1.1401495466523193,-0.2070927097480384,-0.2070927097480384,0.17708357178955214
000001.XSHE,2023-01-16,1852.45,1864.84,404094.0,1866.08,1840.06,1864.84,1868.56,321244.0,1871.04,1859.88,0.0066884396339982,0.0019948092061517,-0.0046936304278464,0.7949734467722857,0.0140462630570325,0.0059844276184552,0.426051227586754,-0.0159477488685356,0.0140462630570325,0.0059844276184552,0.0119523396421939,0.0041029185570148,0.5399167232127136,0.1142226106985402,0.4022733332458441,0.1142226106985402,0.4022733332458441,0.5399167232127136,0.8025652323448339,0.2954686872445236,0.5484959095375189,0.2954686872445236,0.5484959095375189,0.8025652323448339,0.7347249966273811,0.15283255055671702,0.0002711311102517529,1.1219667280097334,-0.18124607654598338,-0.18124607654598338,-0.26264850913212034
000001.XSHE,2023-01-17,1874.75,1835.1,435984.0,1880.95,1833.86,1848.73,1854.93,189736.0,1854.93,1847.49,-0.021149486598213,0.0033536535892207,0.0245031401874338,0.4351902822121912,0.0251180157354313,0.0040243843070648,0.1602190375805867,0.016206201296932,0.0251180157354313,0.0040243843070648,0.0119523396421939,0.0041029185570148,0.9995920555292576,0.3935434379531812,0.7235641455803907,0.3935434379531812,0.7235641455803907,0.9995920555292576,0.8026111955237359,0.309368237162335,0.5589063163588897,0.309368237162335,0.5589063163588897,0.8026111955237359,0.7347249966273811,0.15272036411616471,0.0002709320869803926,1.1401495466523193,0.08417520079084617,0.08417520079084617,0.19698086000552162
000001.XSHE,2023-01-18,1852.45,1864.84,266382.0,1873.51,1847.49,1877.23,1872.28,161936.0,1879.71,1871.04,0.0066884396339982,-0.0026368638898803,-0.0093253035238785,0.6079089427964351,0.0140462630570325,0.0046185070556085,0.3288068176465035,-0.0086388108363183,0.0140462630570325,0.0046185070556085,0.0119523396421939,0.0041029185570148,0.998928797550672,0.243851530866229,0.5048391998701135,0.243851530866229,0.5048391998701135,0.998928797550672,0.8026292418138172,0.3213931105102822,0.5784727557795726,0.3213931105102822,0.5784727557795726,0.8026292418138172,0.7347249966273811,0.1523962153507119,0.00027035703399368383,1.1303000103936758,-0.0775415796440532,-0.0775415796440532,0.19629955573685476
000001.XSHE,2023-01-19,1874.75,1848.73,239304.0,1889.62,1847.49,1856.17,1869.8,140628.0,1869.8,1854.93,-0.0138791838911854,0.0073430774120904,0.0212222613032759,0.5876541971717982,0.0224723296439525,0.0080111196711508,0.3564881700329927,0.0174281804265631,0.0224723296439525,0.0080111196711508,0.0119523396421939,0.0041029185570148,0.9995290186072427,0.2597201604429287,0.4742398875039404,0.2597201604429287,0.4742398875039404,0.9995290186072427,0.83578217225281,0.3158799266115913,0.5711632640669541,0.3158799266115913,0.5711632640669541,0.83578217225281,0.7347249966273811,0.15268956724794697,0.0002708774520937684,1.1499990829109628,-0.056159766168662584,-0.056159766168662584,0.1637468463544327
000001.XSHE,2023-01-20,1878.47,1880.95,245726.0,1883.43,1858.65,1875.99,1874.75,205044.0,1877.23,1868.56,0.0013202233732771,-0.0006609843336051,-0.0019812077068823,0.8344416138300383,0.0131915867700841,0.0046215598164169,0.3503414636135881,0.0184428081554533,0.0131915867700841,0.0046215598164169,0.0119523396421939,0.0041029185570148,0.9949779222100056,0.0902500166361947,0.4808369224858423,0.0902500166361947,0.4808369224858423,0.9949779222100056,0.8629731735266166,0.2976185248158798,0.5753317076587974,0.2976185248158798,0.5753317076587974,0.8629731735266166,0.7347249966273811,0.15046018489446877,0.00026692243786105173,1.1712082953760368,-0.2073685081796851,-0.2073685081796851,0.13200474868338896
000001.XSHE,2023-01-30,1932.99,1915.64,712856.0,1950.34,1909.45,1878.47,1877.23,194154.0,1882.19,1874.75,-0.0089757318972162,-0.0006601116866385,0.0083156202105776,0.2723607572917952,0.0211537566153989,0.0039606701198315,0.1872324708958967,0.0006473032511327,0.0211537566153989,0.0039606701198315,0.0119523396421939,0.0041029185570148,0.8620936197323672,0.5718812361432412,0.6843175638096659,0.5718812361432412,0.6843175638096659,0.8620936197323672,0.8809838971602637,0.3113657744770166,0.5821498345285889,0.3113657744770166,0.5821498345285889,0.8809838971602637,0.7347249966273811,0.07976348983233107,0.00014150364877780838,1.1719664223133872,0.2605154616662246,0.2605154616662246,-0.018890277427896507
000001.XSHE,2023-01-31,1888.38,1916.88,623932.0,1921.84,1877.23,1857.41,1857.41,183724.0,1864.84,1853.69,0.0150923013376544,0.0,-0.0150923013376544,0.2944615759409679,0.023623423251676,0.0060029826478806,0.2541114631832518,-0.0387817703768624,0.023623423251676,0.0060029826478806,0.0119523396421939,0.0041029185570148,0.999337849260426,0.5450439295870391,0.5945538964311109,0.5450439295870391,0.5945538964311109,0.999337849260426,0.8928698824134516,0.3342329764464739,0.5856959235182475,0.3342329764464739,0.5856959235182475,0.8928698824134516,0.7347249966273811,0.1525961572263528,0.0002707117389471173,1.1265154896338365,0.2108109531405652,0.2108109531405652,0.10646796684697446
